Designator,Mid X,Mid Y,Rotation,Layer
BATT_MOTOR,181.7624,-104.7496,90.0,top
D1,168.148,-103.876,90.0,top
D2,172.75,-106.92,270.0,top
IC1,159.86,-106.68,180.0,top
J1,152.2476,-109.0676,180.0,top
MOTOR,176.8348,-105.9688,0.0,top
Q1,182.049,-115.0112,270.0,top
R1,167.75,-111.3,270.0,top
R2,175.0,-120.95,90.0,top
R3,174.8,-116.0,0.0,top
RV1,155.742,-119.4924,180.0,top
U1,165.608,-119.888,270.0,top
